Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL,Year,Category,Nominee,Won?,Seasons
Ship of Fools,"Drama, Romance, War",,7.2,,Not Rated,Columbia Pictures,1-Oct-65,https://m.media-amazon.com/images/M/MV5BZDc5ODNmYzAtM2I2NS00ZTEwLWIwMTQtMTM0NWIwODk0NmM4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,1965 (38th),Best Picture,Ship of Fools,NO,Fall
The Sound of Music,"Biography, Drama, Family, Musical, Romance",63,8,,G,20th Century-Fox,1-Apr-65,https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1965 (38th),Best Picture,The Sound of Music,YES,Spring
A Thousand Clowns,"Comedy, Drama, Romance",,7.5,,Unrated,Harrell Incoporated,9-Sep-66,https://m.media-amazon.com/images/M/MV5BZDQyOTA4ZTItYzJhMy00ZjA0LWEwYWEtYTdhNGE1ZDgxOWNiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1965 (38th),Best Picture,A Thousand Clowns,NO,Fall
Becket,"Biography, Drama, History",68,8,,PG-13,Slowhand Releasing,11-Mar-64,https://m.media-amazon.com/images/M/MV5BMzQwODUzOTM2N15BMl5BanBnXkFtZTgwNzU4ODYxMTE@._V1_SX300.jpg,1964 (37th),Best Picture,Becket,NO,Spring
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,97,8.4,,PG,Sony Pictures,29-Jan-64,https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1964 (37th),Best Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,NO,Winter
Mary Poppins,"Comedy, Family, Fantasy, Musical",88,7.8,,G,Walt Disney Productions,18-Jun-65,https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1964 (37th),Best Picture,Mary Poppins,NO,Summer
My Fair Lady,"Drama, Family, Musical, Romance",95,7.9,,G,Warner Bros. Pictures,25-Dec-64,https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,1964 (37th),Best Picture,My Fair Lady,YES,Winter
Zorba the Greek,"Comedy, Drama",,7.7,,Not Rated,Fox,14-Dec-64,https://m.media-amazon.com/images/M/MV5BMjAxMDE2NDg5N15BMl5BanBnXkFtZTgwMzY3NjYwMTE@._V1_SX300.jpg,1964 (37th),Best Picture,Zorba the Greek,NO,Winter
America America,Drama,,7.8,,Not Rated,Warner Home Video,17-Jun-64,https://m.media-amazon.com/images/M/MV5BZDgwOTBhOGItZjhlYS00MjY0LThhZWQtYzM3MTQ2NmQ5MTg1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1963 (36th),Best Picture,America America,NO,Summer
Cleopatra,"Biography, Drama, History, Romance",60,7,,G,20th Century Fox,31-Jul-63,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1963 (36th),Best Picture,Cleopatra,NO,Summer
Cleopatra,"Biography, Drama, History, Romance",60,7,,G,20th Century Fox,31-Jul-63,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1934 (7th),Best Picture,Cleopatra,NO,Summer
Cleopatra,"Biography, Drama, History, Romance",60,7,,G,20th Century Fox,31-Jul-63,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1963 (36th),Best Picture,Cleopatra,NO,Summer
Cleopatra,"Biography, Drama, History, Romance",60,7,,G,20th Century Fox,31-Jul-63,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1934 (7th),Best Picture,Cleopatra,NO,Summer
How the West Was Won,Western,,7.1,,G,Warner Home Video,20-Feb-63,https://m.media-amazon.com/images/M/MV5BNTk2NDk1NjY0MV5BMl5BanBnXkFtZTgwMzkzNTcxMTE@._V1_SX300.jpg,1963 (36th),Best Picture,How the West Was Won,NO,Winter
Lilies of the Field,Drama,,7.6,,Unrated,Twentieth Century Fox Home Entertainment,5-Jul-63,https://m.media-amazon.com/images/M/MV5BMTcxNTU5NzI4MF5BMl5BanBnXkFtZTcwMjc1NDk0NA@@._V1_SX300.jpg,1963 (36th),Best Picture,Lilies of the Field,NO,Summer
Tom Jones,"Adventure, Comedy, History",,6.6,,Not Rated,Woodfall Film Productions,27-Jun-63,https://m.media-amazon.com/images/M/MV5BMTUxMzgwODM5N15BMl5BanBnXkFtZTcwNTExNDY3NA@@._V1_SX300.jpg,1963 (36th),Best Picture,Tom Jones,YES,Summer
Lawrence of Arabia,"Adventure, Biography, Drama, History, War",100,8.3,,Approved,Columbia Pictures,11-Dec-62,https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,1962 (35th),Best Picture,Lawrence of Arabia,YES,Winter
The Longest Day,"Action, Drama, History, War",75,7.8,,G,Twentieth Century Fox Home Entertainment,4-Oct-62,https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1962 (35th),Best Picture,The Longest Day,NO,Fall
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",,7.8,,Not Rated,MGM,,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1962 (35th),Best Picture,Mutiny on the Bounty,NO,Unknown
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",,7.8,,Not Rated,MGM,,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1935 (8th),Best Picture,Mutiny on the Bounty,YES,Unknown
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",,7.8,,Not Rated,MGM,,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1962 (35th),Best Picture,Mutiny on the Bounty,NO,Unknown
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",,7.8,,Not Rated,MGM,,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1935 (8th),Best Picture,Mutiny on the Bounty,YES,Unknown
To Kill a Mockingbird,"Crime, Drama",88,8.3,,Not Rated,Universal International Pictur,16-Mar-63,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,1962 (35th),Best Picture,To Kill a Mockingbird,NO,Spring
Fanny,"Drama, Romance",,7,,Not Rated,Westchester Films,28-Jun-61,https://m.media-amazon.com/images/M/MV5BMzE0ZTA2OTMtOTMyZi00MmIxLWJjYzItZGU1NjMzMDNkYTExXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,1961 (34th),Best Picture,Fanny,NO,Summer
The Guns of Navarone,"Action, Adventure, Drama, War",,7.6,,TV-PG,Columbia Pictures,28-Apr-61,https://m.media-amazon.com/images/M/MV5BMDIyNDA3NGMtNWFmMi00NDRlLWEzMTEtOGIxMDZhZmRmYjJlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,1961 (34th),Best Picture,The Guns of Navarone,NO,Spring
The Hustler,"Drama, Sport",90,8,,Not Rated,Fox,1-Oct-61,https://m.media-amazon.com/images/M/MV5BNjhjODI2NTItMGE1ZS00NThiLWE1MmYtOWE3YzcyNzY1MTJlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,1961 (34th),Best Picture,The Hustler,NO,Fall
Judgment at Nuremberg,"Drama, War",60,8.2,,Not Rated,United Artists,18-Dec-61,https://m.media-amazon.com/images/M/MV5BZDZjMTIwZTQtNTM3OS00OTUyLWI5MTMtOTNjYWVkNzhjMWIxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,1961 (34th),Best Picture,Judgment at Nuremberg,NO,Winter
West Side Story,"Crime, Drama, Musical, Romance",86,7.6,,Not Rated,United Artists Films,23-Dec-61,https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg,1961 (34th),Best Picture,West Side Story,YES,Winter
The Alamo,"Drama, History, War, Western",47,6,,PG-13,,9-Apr-04,https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg,1960 (33rd),Best Picture,The Alamo,NO,Spring
The Apartment,"Comedy, Drama, Romance",94,8.3,,Not Rated,United Artists,16-Sep-60,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,1960 (33rd),Best Picture,The Apartment,YES,Fall
Elmer Gantry,Drama,,7.8,,Approved,MGM Home Entertainment,1-Jul-60,https://m.media-amazon.com/images/M/MV5BMjI3NjIzMDA4NV5BMl5BanBnXkFtZTcwMzg4NTczNA@@._V1_SX300.jpg,1960 (33rd),Best Picture,Elmer Gantry,NO,Summer
Sons and Lovers,Drama,,7.3,,,20th Century Fox,22-Jul-60,https://images-na.ssl-images-amazon.com/images/M/MV5BNzZkNDhkODItNTFlMC00MDhiLWJiZTAtMDA1MDk4NmQ1OTBkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,1960 (33rd),Best Picture,Sons and Lovers,NO,Summer
The Sundowners,"Drama, Adventure",,7.2,,Unrated,Warner Home Video,28-Feb-61,https://m.media-amazon.com/images/M/MV5BMjE4NDI2OTUwMl5BMl5BanBnXkFtZTgwNzg2NjQzMTE@._V1_SX300.jpg,1960 (33rd),Best Picture,The Sundowners,NO,Winter
Anatomy of a Murder,"Crime, Drama, Mystery, Thriller",95,8,,Not Rated,Sony Pictures Home Entertainment,1-Sep-59,https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,1959 (32nd),Best Picture,Anatomy of a Murder,NO,Fall
Ben-Hur,"Adventure, Drama, History",90,8.1,,G,MGM,29-Jan-60,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1959 (32nd),Best Picture,Ben-Hur,YES,Winter
The Diary of Anne Frank,"Biography, Drama, Family, History, War",59,7.4,,Approved,Fox,17-Apr-59,https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1959 (32nd),Best Picture,The Diary of Anne Frank,NO,Spring
The Nun's Story,Drama,,7.6,,Not Rated,Warner Home Video,18-Jul-59,https://m.media-amazon.com/images/M/MV5BMzU5MTAxMmEtYTk5NC00MjYzLWIyNzEtOTY0NDMzZDkxNGRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1959 (32nd),Best Picture,The Nun's Story,NO,Summer
Room at the Top,"Drama, Romance",,7.7,,Not Rated,Lion International Films,22-Jan-59,https://m.media-amazon.com/images/M/MV5BNzQ3NDNkZTMtYzJlMC00MzRjLTk5ZGEtYzI2OTZmNTQ4NmUzXkEyXkFqcGdeQXVyMTAwMjAxOTU@._V1_SX300.jpg,1959 (32nd),Best Picture,Room at the Top,NO,Winter
Auntie Mame,"Comedy, Drama, Romance",,8,,Approved,Warner Bros. Pictures,27-Dec-58,https://m.media-amazon.com/images/M/MV5BNjc3YjllZGItMzZiMC00NTRiLTljYzctZTZlOTBhZGZlM2U1XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,1958 (31st),Best Picture,Auntie Mame,NO,Winter
Cat on a Hot Tin Roof,Drama,,8.1,,Not Rated,MGM Home Entertainment,29-Aug-58,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,1958 (31st),Best Picture,Cat on a Hot Tin Roof,NO,Summer
The Defiant Ones,"Crime, Drama",,7.7,,Approved,MGM Home Entertainment,27-Sep-58,https://m.media-amazon.com/images/M/MV5BYTNjNTU1Y2MtZGM2MS00MGFjLWIzYjUtOTM2YmIzYTk1MDI2XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,1958 (31st),Best Picture,The Defiant Ones,NO,Fall
Gigi,"Comedy, Musical, Romance",,6.8,,G,MGM Home Entertainment,25-Jun-58,https://m.media-amazon.com/images/M/MV5BYzcyZWFkMTYtNDc2Yy00NjRiLWFiNDMtOGU5MTExMjFjNzJkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1958 (31st),Best Picture,Gigi,YES,Summer
Separate Tables,"Drama, Romance",,7.5,,UNRATED,MGM Home Entertainment,11-Feb-59,https://ia.media-imdb.com/images/M/MV5BMjEyMzUwNzY0OV5BMl5BanBnXkFtZTcwNDcyMTM4NA@@._V1_SX300.jpg,1958 (31st),Best Picture,Separate Tables,NO,Winter
The Bridge on the River Kwai,"Adventure, Drama, War",87,8.2,,PG,Columbia Pictures,14-Dec-57,https://m.media-amazon.com/images/M/MV5BNmMyNzI1MGEtNDkyZS00MmY2LWJlZmUtMjA1MzMwZjM3OWViXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1957 (30th),Best Picture,The Bridge on the River Kwai,YES,Winter
Peyton Place,"Drama, Romance",,7.2,,Approved,20th Century Fox,3-Mar-58,https://m.media-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1957 (30th),Best Picture,Peyton Place,NO,Spring
Sayonara,"Drama, Romance",,7.2,,Not Rated,MGM Home Entertainment,20-Dec-57,https://m.media-amazon.com/images/M/MV5BYjY5OTRhYTAtZmM5Ni00NjU5LWI3OWEtYzBlMWJkOTMyNTFiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1957 (30th),Best Picture,Sayonara,NO,Winter
12 Angry Men,Drama,96,8.9,,Not Rated,Criterion Collection,10-Apr-57,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1957 (30th),Best Picture,12 Angry Men,NO,Spring
Witness for the Prosecution,"Crime, Drama, Mystery, Thriller",,8.4,,Not Rated,MGM,6-Feb-58,https://m.media-amazon.com/images/M/MV5BZjEwMmE5MzYtYWExYy00ZjEzLTk4MjUtMmJmNzgxY2MxN2U1XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,1957 (30th),Best Picture,Witness for the Prosecution,NO,Winter
Around the World in 80 Days,"Action, Adventure, Comedy, Family, Western",49,5.9,,PG,Buena Vista Pictures,16-Jun-04,https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg,1956 (29th),Best Picture,Around the World in 80 Days,YES,Summer
Friendly Persuasion,"Drama, Romance, War, Western",,7.5,,Passed,Twentieth Century Fox Home Entertainment,25-Nov-56,https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1956 (29th),Best Picture,Friendly Persuasion,NO,Fall
Giant,"Drama, Western",84,7.7,,G,Warner Bros. Pictures,24-Nov-56,https://m.media-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1956 (29th),Best Picture,Giant,NO,Fall
The King and I,"Biography, Drama, Musical, Romance",72,7.5,,G,20th Century Fox,29-Jun-56,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1956 (29th),Best Picture,The King and I,NO,Summer
The Ten Commandments,"Adventure, Drama",,7.9,,G,Paramount Pictures,5-Oct-56,https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1956 (29th),Best Picture,The Ten Commandments,NO,Fall
Love Is a Many-Splendored Thing,"Biography, Drama, Romance, War",,6.6,,Unrated,20th Century Fox Film Corporation,26-Sep-55,https://m.media-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,1955 (28th),Best Picture,Love Is a Many-Splendored Thing,NO,Fall
Marty,"Drama, Romance",,7.7,,Not Rated,MGM Home Entertainment,10-Jun-55,https://m.media-amazon.com/images/M/MV5BMDhjZjAzZTktMTY0MC00ZTVhLWE4NDQtZjIyN2JiYjZlMjU0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,1955 (28th),Best Picture,Marty,YES,Summer
Mister Roberts,"Comedy, Drama, War",,7.7,,Not Rated,Warner Home Video,30-Jul-55,https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1955 (28th),Best Picture,Mister Roberts,NO,Summer
Picnic,"Drama, Romance",,7.2,,Approved,Sony Pictures Home Entertainment,16-Feb-56,https://m.media-amazon.com/images/M/MV5BY2YxNjI5OWMtYjhmOS00ODBjLThiOTYtMTdiMjJmNzRmNzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1955 (28th),Best Picture,Picnic,NO,Winter
The Rose Tattoo,"Comedy, Drama, Romance",,7.2,,Unrated,Paramount Pictures,13-Dec-55,https://m.media-amazon.com/images/M/MV5BMzgxYTQ0OGItOGExZi00MDg0LWE3MTUtMTA5OTZlZmRiMDAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1955 (28th),Best Picture,The Rose Tattoo,NO,Winter
The Caine Mutiny,"Drama, War",,7.8,,Not Rated,Sony Pictures Home Entertainment,24-Jun-54,https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_SX300.jpg,1954 (27th),Best Picture,The Caine Mutiny,NO,Summer
The Country Girl,"Drama, Music",,7.3,,Unrated,Paramount Pictures,17-May-55,https://m.media-amazon.com/images/M/MV5BMTdjODFiZTItOGRkMS00YzNkLWJhNzMtMzBmZTQzMmNmYTJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1954 (27th),Best Picture,The Country Girl,NO,Spring
On the Waterfront,"Crime, Drama, Thriller",91,8.2,,Not Rated,Sony Pictures,22-Jun-54,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1954 (27th),Best Picture,On the Waterfront,YES,Summer
Seven Brides for Seven Brothers,"Comedy, Drama, Musical, Romance, Western",75,7.4,,G,MGM Home Entertainment,6-Aug-54,https://m.media-amazon.com/images/M/MV5BMmNkYWU3NzktMmRhMS00Y2E4LTkxYjgtNGQzYzYzMDQyMWMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1954 (27th),Best Picture,Seven Brides for Seven Brothers,NO,Summer
Three Coins in the Fountain,"Drama, Romance",,6.3,,UNRATED,20th Century Fox Film Corporation,1-May-54,https://m.media-amazon.com/images/M/MV5BODE1Zjg5ZGQtNGJlNC00NWQ3LWFlNjYtMGJkYTU1MTc5N2ZmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1954 (27th),Best Picture,Three Coins in the Fountain,NO,Spring
From Here to Eternity,"Drama, Romance, War",,7.7,,Passed,NCM Fathom,28-Aug-53,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg,1953 (26th),Best Picture,From Here to Eternity,YES,Summer
Julius Caesar,"Biography, Drama, History",,7.4,,Not Rated,MGM Home Entertainment,4-Jun-53,https://m.media-amazon.com/images/M/MV5BNDBiMjhkZTUtNTYxMC00NTVjLTg0ZGEtYTU4YTA0ZGJjZTUyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1953 (26th),Best Picture,Julius Caesar,NO,Summer
The Robe,"Drama, History",,6.8,,Unrated,20th Century Fox,4-Dec-53,https://m.media-amazon.com/images/M/MV5BNDA1MDYwMTAtYmM5ZC00M2VkLTljOWYtY2JiMWMyMDY5Y2NjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1953 (26th),Best Picture,The Robe,NO,Winter
Roman Holiday,"Comedy, Romance",76,8.1,,Not Rated,Paramount Pictures,2-Sep-53,https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1953 (26th),Best Picture,Roman Holiday,NO,Fall
Shane,"Drama, Western",,7.7,,Not Rated,Paramount Home Video,1-Oct-53,https://m.media-amazon.com/images/M/MV5BYmZjM2RkZTAtMGIyMi00MTRlLTljY2ItOTRjOWQyODFiNjE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1953 (26th),Best Picture,Shane,NO,Fall
The Greatest Show on Earth,"Drama, Family, Romance",,6.7,,Passed,Paramount Pictures,1-May-52,https://m.media-amazon.com/images/M/MV5BMTUzNjk5NTQ1M15BMl5BanBnXkFtZTgwNTg5NDc2MjE@._V1_SX300.jpg,1952 (25th),Best Picture,The Greatest Show on Earth,YES,Spring
High Noon,"Action, Drama, Thriller, Western",89,8,,PG,United Artists,30-Jul-52,https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1952 (25th),Best Picture,High Noon,NO,Summer
Ivanhoe,"Adventure, Drama, History, Romance",,6.8,,Approved,MGM Home Entertainment,20-Feb-53,https://m.media-amazon.com/images/M/MV5BOTcyMDg5ZDItMTliZS00NTNiLTkwYTAtN2EwODMwZTFhYjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1952 (25th),Best Picture,Ivanhoe,NO,Winter
The Quiet Man,"Comedy, Drama, Romance",,7.8,,Passed,Republic Pictures,14-Sep-52,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1952 (25th),Best Picture,The Quiet Man,NO,Fall
An American in Paris,"Drama, Musical, Romance",,7.2,,Not Rated,MGM,11-Nov-51,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1951 (24th),Best Picture,An American in Paris,YES,Fall
A Place in the Sun,"Drama, Romance",76,7.8,,Passed,Paramount Pictures,11-Oct-51,https://m.media-amazon.com/images/M/MV5BMmNjMjE2ZDMtODQzYS00ZDc2LTk0ODgtNjI1NTNhZWI5MmE0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,1951 (24th),Best Picture,A Place in the Sun,NO,Fall
Quo Vadis,"Biography, Drama, History, Romance",,7.2,,Not Rated,MGM Home Entertainment,25-Dec-51,https://m.media-amazon.com/images/M/MV5BM2QwZGZkZDEtNjUwNi00NTk5LTg3ZTAtYjE5ZTczMzYzOWRmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1951 (24th),Best Picture,Quo Vadis,NO,Winter
A Streetcar Named Desire,Drama,96,8,,PG,Warner Bros. Pictures,1-Dec-51,https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,1951 (24th),Best Picture,A Streetcar Named Desire,NO,Winter
