Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL
12 Angry Men,Drama,96,8.9,N/A,Not Rated,Criterion Collection,10 Apr 1957,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Witness for the Prosecution,"Crime, Drama, Mystery, Thriller",N/A,8.4,N/A,Not Rated,MGM,06 Feb 1958,https://m.media-amazon.com/images/M/MV5BZjEwMmE5MzYtYWExYy00ZjEzLTk4MjUtMmJmNzgxY2MxN2U1XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg
Around the World in 80 Days,"Action, Adventure, Comedy, Family, Western",49,5.9,N/A,PG,Buena Vista Pictures,16 Jun 2004,https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg
Friendly Persuasion,"Drama, Romance, War, Western",N/A,7.5,N/A,Passed,Twentieth Century Fox Home Entertainment,25 Nov 1956,https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Giant,"Drama, Western",84,7.7,N/A,G,Warner Bros. Pictures,24 Nov 1956,https://m.media-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The King and I,"Biography, Drama, Musical, Romance",72,7.5,N/A,G,20th Century Fox,29 Jun 1956,https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Ten Commandments,"Adventure, Drama",N/A,7.9,N/A,G,Paramount Pictures,05 Oct 1956,https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Love Is a Many-Splendored Thing,"Biography, Drama, Romance, War",N/A,6.6,N/A,Unrated,20th Century Fox Film Corporation,26 Sep 1955,https://m.media-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Marty,"Drama, Romance",N/A,7.7,N/A,Not Rated,MGM Home Entertainment,10 Jun 1955,https://m.media-amazon.com/images/M/MV5BMDhjZjAzZTktMTY0MC00ZTVhLWE4NDQtZjIyN2JiYjZlMjU0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg
Mister Roberts,"Comedy, Drama, War",N/A,7.7,N/A,Not Rated,Warner Home Video,30 Jul 1955,https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Picnic,"Drama, Romance",N/A,7.2,N/A,Approved,Sony Pictures Home Entertainment,16 Feb 1956,https://m.media-amazon.com/images/M/MV5BY2YxNjI5OWMtYjhmOS00ODBjLThiOTYtMTdiMjJmNzRmNzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Rose Tattoo,"Comedy, Drama, Romance",N/A,7.2,N/A,Unrated,Paramount Pictures,13 Dec 1955,https://m.media-amazon.com/images/M/MV5BMzgxYTQ0OGItOGExZi00MDg0LWE3MTUtMTA5OTZlZmRiMDAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Caine Mutiny,"Drama, War",N/A,7.8,N/A,Not Rated,Sony Pictures Home Entertainment,24 Jun 1954,https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_SX300.jpg
The Country Girl,"Drama, Music",N/A,7.3,N/A,Unrated,Paramount Pictures,17 May 1955,https://m.media-amazon.com/images/M/MV5BMTdjODFiZTItOGRkMS00YzNkLWJhNzMtMzBmZTQzMmNmYTJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
On the Waterfront,"Crime, Drama, Thriller",91,8.2,N/A,Not Rated,Sony Pictures,22 Jun 1954,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Seven Brides for Seven Brothers,"Comedy, Drama, Musical, Romance, Western",75,7.4,N/A,G,MGM Home Entertainment,06 Aug 1954,https://m.media-amazon.com/images/M/MV5BMmNkYWU3NzktMmRhMS00Y2E4LTkxYjgtNGQzYzYzMDQyMWMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
Three Coins in the Fountain,"Drama, Romance",N/A,6.3,N/A,UNRATED,20th Century Fox Film Corporation,01 May 1954,https://m.media-amazon.com/images/M/MV5BODE1Zjg5ZGQtNGJlNC00NWQ3LWFlNjYtMGJkYTU1MTc5N2ZmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
From Here to Eternity,"Drama, Romance, War",N/A,7.7,N/A,Passed,NCM Fathom,28 Aug 1953,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg
Julius Caesar,"Biography, Drama, History",N/A,7.4,N/A,Not Rated,MGM Home Entertainment,04 Jun 1953,https://m.media-amazon.com/images/M/MV5BNDBiMjhkZTUtNTYxMC00NTVjLTg0ZGEtYTU4YTA0ZGJjZTUyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Robe,"Drama, History",N/A,6.8,N/A,Unrated,20th Century Fox,04 Dec 1953,https://m.media-amazon.com/images/M/MV5BNDA1MDYwMTAtYmM5ZC00M2VkLTljOWYtY2JiMWMyMDY5Y2NjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Roman Holiday,"Comedy, Romance",76,8.1,N/A,Not Rated,Paramount Pictures,02 Sep 1953,https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Shane,"Drama, Western",N/A,7.7,N/A,Not Rated,Paramount Home Video,01 Oct 1953,https://m.media-amazon.com/images/M/MV5BYmZjM2RkZTAtMGIyMi00MTRlLTljY2ItOTRjOWQyODFiNjE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Greatest Show on Earth,"Drama, Family, Romance",N/A,6.7,N/A,Passed,Paramount Pictures,01 May 1952,https://m.media-amazon.com/images/M/MV5BMTUzNjk5NTQ1M15BMl5BanBnXkFtZTgwNTg5NDc2MjE@._V1_SX300.jpg
High Noon,"Action, Drama, Thriller, Western",89,8.0,N/A,PG,United Artists,30 Jul 1952,https://m.media-amazon.com/images/M/MV5BOWIzZGUxZmItOThkMS00Y2QxLTg0MTYtMDdhMjRlNTNlYTI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Ivanhoe,"Adventure, Drama, History, Romance",N/A,6.8,N/A,Approved,MGM Home Entertainment,20 Feb 1953,https://m.media-amazon.com/images/M/MV5BOTcyMDg5ZDItMTliZS00NTNiLTkwYTAtN2EwODMwZTFhYjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Moulin Rouge,"Biography, Drama, Music, Romance",N/A,7.1,N/A,Not Rated,MGM Home Entertainment,10 Apr 1953,https://m.media-amazon.com/images/M/MV5BMjYwNjllODAtZTFmYi00YmJjLWJmM2UtNjk1MjQ4MzBhYjViL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Quiet Man,"Comedy, Drama, Romance",N/A,7.8,N/A,Passed,Republic Pictures,14 Sep 1952,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
An American in Paris,"Drama, Musical, Romance",N/A,7.2,N/A,Not Rated,MGM,11 Nov 1951,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Decision Before Dawn,"Drama, War",N/A,7.3,N/A,Not Rated,20th Century Fox Film Corporation,25 Feb 1952,https://m.media-amazon.com/images/M/MV5BMTU5MzI3Njg4MF5BMl5BanBnXkFtZTgwOTM1NzIwMjE@._V1_SX300.jpg
A Place in the Sun,"Drama, Romance",76,7.8,N/A,Passed,Paramount Pictures,11 Oct 1951,https://m.media-amazon.com/images/M/MV5BMmNjMjE2ZDMtODQzYS00ZDc2LTk0ODgtNjI1NTNhZWI5MmE0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Quo Vadis,"Biography, Drama, History, Romance",N/A,7.2,N/A,Not Rated,MGM Home Entertainment,25 Dec 1951,https://m.media-amazon.com/images/M/MV5BM2QwZGZkZDEtNjUwNi00NTk5LTg3ZTAtYjE5ZTczMzYzOWRmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
A Streetcar Named Desire,Drama,96,8.0,N/A,PG,Warner Bros. Pictures,01 Dec 1951,https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
All About Eve,Drama,98,8.3,N/A,Passed,20th Century Fox,27 Oct 1950,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg
Born Yesterday,"Comedy, Drama, Romance",N/A,7.6,N/A,Not Rated,Columbia Pictures,01 Feb 1951,https://m.media-amazon.com/images/M/MV5BODBhOTdkMGYtMzRkYS00ZGU2LThlMjItMzRiNjAxMzNjMWRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Father of the Bride,"Comedy, Family, Romance",51,6.5,N/A,PG,Touchstone Pictures,20 Dec 1991,https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
The Librarian: Return to King Solomon's Mines,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Thriller",N/A,6.3,N/A,TV-PG,Electric Entertainment,03 Dec 2006,https://m.media-amazon.com/images/M/MV5BMTMxNzc4NzYyNF5BMl5BanBnXkFtZTcwNDYwMTc0MQ@@._V1_SX300.jpg
Sunset Blvd.,"Drama, Film-Noir",N/A,8.4,N/A,Not Rated,Paramount Pictures,29 Sep 1950,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg
All the King's Men,"Drama, Thriller",37,6.2,N/A,PG-13,N/A,22 Sep 2006,https://m.media-amazon.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_SX300.jpg
Battleground,"Action, Drama, History, War",N/A,7.5,N/A,Approved,MGM,20 Jan 1950,https://m.media-amazon.com/images/M/MV5BYTYzOGIyNGQtZDljZi00NGYzLThkOTktNzNhMTM1M2Y1NDlhL2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
The Heiress,"Drama, Romance",N/A,8.2,N/A,Not Rated,Paramount Pictures,28 Dec 1949,https://m.media-amazon.com/images/M/MV5BMjZjNmVmYTMtM2U1ZS00MzNmLWExODAtMTI5MDhkZDZmYTgwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
A Letter to Three Wives,"Drama, Romance",N/A,7.8,N/A,Not Rated,Fox,03 Feb 1949,https://m.media-amazon.com/images/M/MV5BMzg0ZWQ1Y2EtYzBkMi00MTk0LWFhMTEtZGUwZTIzNGYyOWI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Twelve O'Clock High,"Drama, War",N/A,7.8,N/A,Not Rated,Twentieth Century Fox Home Entertainment,13 Feb 1950,https://m.media-amazon.com/images/M/MV5BNmI0YTA4OWYtYTc2MC00ZTgxLTliMjItMTlhNzczODViZmYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Hamlet,Drama,N/A,7.8,N/A,PG-13,Sony Pictures Classics,25 Dec 1996,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg
Johnny Belinda,Drama,N/A,7.8,N/A,Unrated,Warner Bros. Pictures,14 Sep 1948,https://m.media-amazon.com/images/M/MV5BMTRiMzkzYmEtZGJiZC00NmNiLTk2ZGItNWNiOTg0ZjE1NWJjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
The Red Shoes,"Drama, Music, Romance",N/A,8.3,N/A,Not Rated,Eagle-Lion Films,06 Sep 1948,https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Snake Pit,"Drama, Mystery",N/A,7.6,N/A,Approved,20th Century Fox Film Corporation,13 Nov 1948,https://m.media-amazon.com/images/M/MV5BNjc5ODU3YzItN2JmZS00ZmY2LWFmNGItYzBhYzA0NWI2MzIwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
The Treasure of the Sierra Madre,"Adventure, Drama, Western",98,8.2,N/A,Passed,WARNER BROTHERS PICTURES,24 Jan 1948,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Bishop's Wife,"Comedy, Drama, Fantasy, Romance",N/A,7.6,N/A,Not Rated,RKO Radio Pictures,16 Feb 1948,https://m.media-amazon.com/images/M/MV5BNjU4ZTEwY2UtMDg2OS00YTgxLTlkZTQtY2M1ZGM1YTc0NWFmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Crossfire,"Crime, Drama, Film-Noir",N/A,7.4,N/A,UNRATED,WARNER BROTHERS PICTURES,15 Aug 1947,https://m.media-amazon.com/images/M/MV5BZjM1ZmNmM2YtMzRhMS00N2EwLTg4ZGItNGJlYTA3ZDNhMzJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Gentleman's Agreement,"Drama, Romance",N/A,7.4,N/A,Not Rated,Twentieth Century Fox Home Entertainment,01 Mar 1948,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Great Expectations,"Drama, Romance",55,6.8,N/A,R,20th Century Fox,30 Jan 1998,https://m.media-amazon.com/images/M/MV5BOGY5Y2RjNDgtMjMyNi00ZWM5LTllNDMtM2JiYzM3ZjM2Mzg1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Miracle on 34th Street,"Comedy, Drama, Family",N/A,7.9,N/A,Not Rated,20th Century Fox,02 Oct 1947,https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg
The Best Years of Our Lives,"Drama, Romance, War",92,8.1,N/A,Approved,RKO Radio Pictures,29 May 1947,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Henry V,"Action, Biography, Drama, History, Romance, War",83,7.6,N/A,PG-13,MGM Home Entertainment,08 Nov 1989,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
It's a Wonderful Life,"Drama, Family, Fantasy",89,8.6,N/A,PG,Liberty Films,07 Jan 1947,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
The Razor's Edge,"Drama, Romance",N/A,7.5,N/A,Approved,Twentieth Century Fox,25 Dec 1946,https://m.media-amazon.com/images/M/MV5BNmIwMDA3MzMtODY4OC00NjkxLWIyNGQtMTVhOGY4Nzc5ZDI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Yearling,"Drama, Family, Western",N/A,7.3,N/A,Approved,MGM Home Entertainment,01 May 1947,https://m.media-amazon.com/images/M/MV5BMjI0NjVhMDMtZTZmMy00MWYwLTkyMjQtMDEyMmVkYmJmOTQ5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
Anchors Aweigh,"Comedy, Fantasy, Music, Musical, Romance, War",N/A,7.2,N/A,Passed,MGM Home Entertainment,01 Aug 1945,https://m.media-amazon.com/images/M/MV5BNmEyNzUzNTctZDM1MS00ODYwLTgyYzgtOGVlNTU3YWNjODhiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Bells of St. Mary's,Drama,N/A,7.4,N/A,Unrated,RKO Radio Pictures,21 Feb 1946,https://m.media-amazon.com/images/M/MV5BMDA5ZWY5YjYtYWJkMC00ZGJmLWFmNzMtZjk2MjliNzM1Y2ZjXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg
The Lost Weekend,"Drama, Film-Noir",N/A,8.0,N/A,Not Rated,Paramount Pictures,01 Jan 1946,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg
Mildred Pierce,"Crime, Drama, Film-Noir, Mystery, Romance",N/A,8.0,N/A,Passed,MGM Home Entertainment,20 Oct 1945,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Spellbound,"Film-Noir, Mystery, Romance, Thriller",N/A,7.6,N/A,Approved,Twentieth Century Fox Home Entertainment,28 Dec 1945,https://m.media-amazon.com/images/M/MV5BMTM2NDI5Nzg5Nl5BMl5BanBnXkFtZTcwNDk3NzI0NA@@._V1_SX300.jpg
Double Indemnity,"Crime, Drama, Film-Noir, Mystery, Thriller",95,8.3,N/A,Passed,Paramount Pictures,06 Jul 1944,https://m.media-amazon.com/images/M/MV5BOGZiZjFiMWItN2NkZC00MjEwLTk4YzEtNTMwOTlmOGM3ZGJkXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SX300.jpg
Gaslight,"Crime, Drama, Film-Noir, Mystery, Thriller",N/A,7.8,N/A,Not Rated,MGM,30 Oct 1944,https://m.media-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Going My Way,"Comedy, Drama, Music, Musical",N/A,7.2,N/A,Passed,Paramount Pictures,02 Oct 1944,https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Since You Went Away,"Drama, Romance, War",N/A,7.6,N/A,Approved,United Artists,20 Jul 1944,https://m.media-amazon.com/images/M/MV5BMTcyNDE3MjI0NV5BMl5BanBnXkFtZTgwODg0MTM1MjE@._V1_SX300.jpg
Wilson,"Comedy, Drama",49,5.8,"$652,997",R,Fox Searchlight,24 Mar 2017,https://m.media-amazon.com/images/M/MV5BOTc2Njc3MzI4Ml5BMl5BanBnXkFtZTgwMTYzMTgxMTI@._V1_SX300.jpg
Casablanca,"Drama, Romance, War",100,8.5,N/A,PG,Warner Bros. Pictures,23 Jan 1943,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
For Whom the Bell Tolls,"Adventure, Drama, History, Romance, War",N/A,6.9,N/A,Passed,MCA Universal Home Video,28 Apr 1944,https://m.media-amazon.com/images/M/MV5BM2U0MDQwMjctOGI2Yy00NjIyLWI4NjEtMjY3MDQxZDEwZGY2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Heaven Can Wait,"Comedy, Fantasy, Romance, Sport",72,6.9,N/A,PG,Paramount Home Video,28 Jun 1978,https://m.media-amazon.com/images/M/MV5BN2NlOGI1YTMtZjk3My00YWY4LWE2ZGUtNzA2Y2E1ZjU0ZTZmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
The Human Comedy,"Comedy, Drama, Family",N/A,7.1,N/A,Passed,Warner Home Video,14 Feb 1944,https://m.media-amazon.com/images/M/MV5BMTU2OTM4OTAxOF5BMl5BanBnXkFtZTgwOTc3NDE3MjE@._V1_SX300.jpg
In Which We Serve,"Drama, War",N/A,7.3,N/A,Not Rated,MCA Universal Home Video,23 Dec 1942,https://m.media-amazon.com/images/M/MV5BZjJmYTM1OTYtOTMzZC00NDJhLTlhNWYtYWVlODBkN2ZmOGIyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Madame Curie,"Biography, Drama, Romance",N/A,7.2,N/A,Not Rated,Warner Bros. Pictures,01 Feb 1944,https://m.media-amazon.com/images/M/MV5BMjI4NzAwNDUwNl5BMl5BanBnXkFtZTgwMTA1MjkyMTE@._V1_SX300.jpg
The More the Merrier,"Comedy, Romance, War",N/A,7.8,N/A,Passed,Columbia Pictures,13 May 1943,https://m.media-amazon.com/images/M/MV5BMjc0NTI2MjctYjU4OS00ZTliLTg2ZDgtODY2Mjc3MWYxMTE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Ox-Bow Incident,"Drama, Western",N/A,8.0,N/A,Not Rated,20th Century Fox Film Corporat,21 May 1943,https://m.media-amazon.com/images/M/MV5BOTBjMDhlM2EtY2RmMC00YzUyLTk5MGEtNThhN2ZhNWIzMTI4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
The Song of Bernadette,"Biography, Drama",N/A,7.7,N/A,Approved,Twentieth Century Fox Home Entertainment,01 Apr 1945,https://m.media-amazon.com/images/M/MV5BZjBlNWVkOTUtYjk2YS00YmM0LWIyYzAtMDc1OGYwNzNhM2Y0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Watch on the Rhine,Drama,N/A,7.4,N/A,Approved,Warner Home Video,27 Aug 1943,https://m.media-amazon.com/images/M/MV5BM2ZmMDhjNmQtN2MxNy00MTdmLTg4MTEtZTVkMTFmZDg0NTNlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Kings Row,"Drama, Mystery, Romance",N/A,7.6,N/A,Passed,Warner Home Video,18 Apr 1942,https://m.media-amazon.com/images/M/MV5BMTgzMTU2NzM4MF5BMl5BanBnXkFtZTgwMzgzNzYxMTE@._V1_SX300.jpg
The Magnificent Ambersons,"Drama, Romance",93,7.9,N/A,Not Rated,RKO Radio Pictures,10 Jul 1942,https://m.media-amazon.com/images/M/MV5BOTQ4Y2I5MzYtNDJkZS00YTFmLWJkODctMmU3YzQ3ZDhkMWE5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Mrs. Miniver,"Drama, Romance, War",N/A,7.6,N/A,Not Rated,MGM Home Entertainment,01 Dec 1942,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Pied Piper,"Animation, Fantasy, Horror",N/A,8.0,N/A,NOT RATED,N/A,01 Sep 1986,https://m.media-amazon.com/images/M/MV5BODk1NjE2MDg4M15BMl5BanBnXkFtZTcwNjAwMTUzMQ@@._V1_SX300.jpg
The Pride of the Yankees,"Biography, Drama, Romance, Sport",N/A,7.7,N/A,Approved,MGM,05 Mar 1943,https://m.media-amazon.com/images/M/MV5BZGQ4ZjMxNTgtNDkzYi00MTJjLTk4NTMtODRlMzVjNzU4OWU4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Random Harvest,"Drama, Romance",N/A,8.0,N/A,Passed,MGM Home Entertainment,31 Aug 1943,https://m.media-amazon.com/images/M/MV5BZTkwYzM4MDktZjljMy00NTNmLTgwZTMtNGNmMGRiZjE3NjRlXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg
The Talk of the Town,"Comedy, Drama, Romance, Thriller",N/A,7.5,N/A,Approved,Sony Pictures Entertainment,20 Aug 1942,https://m.media-amazon.com/images/M/MV5BMDYyOTc0ZjItMmU5YS00Mjk0LTk0NTUtMmJhMWZmMDc5ZGU2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Wake Island,"Action, Drama, War",N/A,6.9,N/A,Approved,MCA Universal Home Video,11 Aug 1942,https://m.media-amazon.com/images/M/MV5BMTQxZGJlMDYtN2M3Yy00Njc1LTg2ZmItNDhiMzg2ODY2MGM5XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg
Yankee Doodle Dandy,"Biography, Drama, Musical",N/A,7.7,N/A,Passed,MGM Home Entertainment,06 Jun 1942,https://m.media-amazon.com/images/M/MV5BNDQ2MWJjNjUtYmVlNS00YjUzLWFkMDEtYzE2MjkxOTljMmI1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Blossoms in the Dust,"Biography, Drama, Romance",N/A,7.0,N/A,Approved,WARNER BROTHERS PICTURES,15 Aug 1941,https://m.media-amazon.com/images/M/MV5BZDZiZDBmOWYtYTU0Mi00ZTQ5LWE3NDAtZDY5ODFlNzVmYjNmXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
